Date,Open,High,Low,Close,Adj Close,Volume
2014-10-19,112.599998,123.000000,108.000000,120.150002,114.003426,71483725
2014-10-26,116.000000,127.000000,109.000000,124.750000,118.368103,108515286
2014-11-02,124.000000,135.000000,120.199997,134.500000,127.619316,51231916
2014-11-09,133.000000,143.250000,132.399994,142.300003,135.020294,58822659
2014-11-16,141.850006,144.199997,136.100006,140.399994,133.217484,42022284
2014-11-23,140.350006,155.000000,136.500000,149.100006,141.472427,77893794
2014-11-30,148.699997,163.649994,146.800003,161.699997,153.427826,54891700
2014-12-07,161.000000,166.000000,150.100006,152.050003,144.271515,51883954
2014-12-14,151.000000,154.149994,129.399994,132.000000,125.247208,51240980
2014-12-21,134.550003,136.899994,129.899994,136.199997,129.232346,45768290
2014-12-28,137.449997,140.750000,134.250000,139.199997,132.078873,25125796
2015-01-04,136.800003,144.250000,131.600006,137.850006,130.797958,36884836
2015-01-11,137.600006,151.350006,132.300003,146.250000,138.768204,49172063
2015-01-18,146.899994,157.899994,141.850006,156.699997,148.683609,38761732
2015-01-25,156.699997,175.000000,153.800003,169.899994,161.208328,44415711
2015-02-01,171.000000,179.199997,160.000000,163.449997,155.088303,45186082
2015-02-08,156.050003,164.449997,148.000000,155.199997,147.260361,42653719
2015-02-15,156.850006,158.100006,146.600006,151.350006,143.607315,29336711
2015-02-22,151.949997,157.149994,145.050003,155.949997,147.971970,37865335
2015-03-01,156.949997,160.199997,150.300003,154.149994,146.264069,26730156
2015-03-08,154.000000,162.699997,139.100006,157.399994,149.347794,55441646
2015-03-15,160.800003,167.399994,158.550003,159.899994,151.719910,39905369
2015-03-22,160.149994,165.500000,151.199997,154.949997,147.023132,33031786
2015-03-29,155.800003,160.899994,153.199997,159.699997,151.530151,11737748
2015-04-05,159.649994,169.250000,156.449997,158.399994,150.296646,35614897
2015-04-12,159.600006,161.149994,146.500000,147.149994,139.622177,19507792
2015-04-19,147.899994,149.449997,130.100006,131.050003,124.345810,34664223
2015-04-26,131.399994,138.449997,122.099998,136.449997,129.469528,30294954
2015-05-03,137.800003,141.500000,126.800003,132.949997,126.148598,38335559
2015-05-10,133.600006,134.000000,122.400002,125.000000,118.605316,42028351
2015-05-17,125.400002,126.900002,120.400002,123.199997,116.897385,30539773
2015-05-24,123.849998,124.800003,115.099998,117.750000,111.726212,43462288
2015-05-31,118.949997,122.000000,102.800003,107.250000,101.763351,54244808
2015-06-07,108.000000,115.699997,104.650002,107.550003,102.048012,39117646
2015-06-14,107.949997,109.900002,105.699997,106.500000,101.051727,23108217
2015-06-21,107.199997,122.949997,106.500000,120.000000,113.861099,44172699
2015-06-28,113.849998,119.400002,113.099998,116.000000,110.065727,20820818
2015-07-05,114.000000,120.400002,113.599998,114.650002,108.784790,18598547
2015-07-12,115.300003,118.300003,113.550003,114.199997,108.357811,17242266
2015-07-19,114.199997,114.449997,102.800003,103.199997,97.920540,25842035
2015-07-26,102.199997,116.599998,94.199997,115.050003,109.164337,55394559
2015-08-02,115.099998,126.599998,111.800003,125.699997,119.269501,50311032
2015-08-09,125.050003,136.699997,110.500000,135.250000,128.330948,61250836
2015-08-16,132.699997,133.800003,111.900002,113.949997,108.120598,70777763
2015-08-23,105.000000,119.500000,93.349998,115.199997,110.947281,100624321
2015-08-30,114.099998,123.050003,104.099998,116.750000,112.440071,84589939
2015-09-06,116.000000,127.599998,111.699997,124.800003,120.192886,65123930
2015-09-13,124.800003,131.000000,121.150002,126.349998,121.685661,39473209
2015-09-20,124.400002,130.350006,121.949997,126.550003,121.878288,30622043
2015-09-27,126.000000,138.800003,124.849998,134.199997,129.245880,57234118
2015-10-04,134.850006,142.899994,132.500000,139.949997,134.783615,55426002
2015-10-11,138.949997,139.800003,127.650002,128.399994,123.659981,33178809
2015-10-18,129.250000,133.899994,127.800003,130.050003,125.249077,22672800
2015-10-25,130.899994,131.649994,115.250000,116.500000,112.199295,33872678
2015-11-01,116.500000,125.699997,114.550003,118.500000,114.125465,44976181
2015-11-08,113.000000,115.900002,108.349998,110.199997,106.131859,28437985
2015-11-15,110.000000,113.500000,101.800003,102.250000,98.475334,51555278
2015-11-22,102.900002,116.500000,102.349998,114.050003,109.839737,66764327
2015-11-29,114.400002,120.449997,112.550003,117.150002,112.825294,70493571
2015-12-06,117.500000,118.449997,106.199997,108.199997,104.205688,42652340
2015-12-13,107.500000,116.949997,105.400002,114.550003,110.321281,40462327
2015-12-20,114.800003,117.750000,112.849998,114.349998,110.128662,29305839
2015-12-27,114.150002,122.000000,112.500000,121.550003,117.062866,43238813
2016-01-03,120.400002,122.750000,105.750000,112.199997,108.058022,93029731
2016-01-10,109.250000,114.000000,98.449997,99.650002,95.971329,69775068
2016-01-17,100.300003,101.599998,90.000000,94.550003,91.059601,64795467
2016-01-24,95.800003,97.449997,92.099998,96.349998,92.793144,39182338
2016-01-31,96.500000,98.000000,92.400002,95.849998,92.311600,49001034
2016-02-07,96.800003,101.150002,72.349998,80.800003,77.817184,80514606
2016-02-14,83.199997,91.949997,83.199997,88.050003,84.799553,57740855
2016-02-21,88.849998,89.599998,83.050003,87.250000,84.029076,40310228
2016-02-28,87.800003,112.800003,85.099998,107.900002,103.916771,91805491
2016-03-06,107.900002,111.400002,102.500000,106.449997,102.520294,53450776
2016-03-13,107.699997,108.599998,104.300003,107.400002,103.435226,43794566
2016-03-20,107.900002,116.550003,106.800003,115.500000,111.236214,37151107
2016-03-27,114.400002,121.349998,105.250000,120.900002,116.436867,60913761
2016-04-03,121.300003,121.800003,112.400002,118.400002,116.038483,63924863
2016-04-10,119.500000,123.650002,118.550003,121.849998,119.419662,33552520
2016-04-17,122.199997,127.300003,120.949997,122.550003,120.105705,34711299
2016-04-24,122.099998,130.149994,118.849998,129.500000,126.917084,51383404
2016-05-01,128.949997,131.500000,119.300003,125.599998,123.094872,44647598
2016-05-08,127.000000,129.350006,121.050003,121.900002,119.468674,30837442
2016-05-15,122.099998,130.199997,120.099998,122.699997,120.252708,40535288
2016-05-22,123.750000,130.949997,117.300003,128.949997,126.378059,41330600
2016-05-29,129.000000,137.199997,126.050003,131.949997,129.318222,61860051
2016-06-05,132.899994,138.100006,131.199997,134.100006,131.425339,36324136
2016-06-12,132.500000,135.800003,128.300003,134.449997,131.768356,30836721
2016-06-19,133.899994,141.199997,126.650002,133.449997,130.788284,49067067
2016-06-26,132.800003,152.649994,132.300003,151.449997,148.429291,84325950
2016-07-03,151.750000,161.199997,151.149994,154.600006,151.516464,48521208
2016-07-10,158.350006,163.399994,153.100006,156.949997,153.819580,42455036
2016-07-17,157.899994,159.399994,149.850006,158.350006,155.191666,31005749
2016-07-24,158.000000,165.600006,156.250000,161.300003,158.082825,37689842
2016-07-31,162.800003,165.949997,152.600006,164.500000,161.219009,32218780
2016-08-07,165.100006,169.199997,158.699997,162.600006,159.356903,34336077
2016-08-14,162.600006,169.600006,159.100006,167.750000,164.404175,23017026
2016-08-21,167.100006,168.250000,158.500000,159.699997,156.514740,26257902
2016-08-28,160.199997,165.250000,146.600006,150.000000,147.008209,56434405
2016-09-04,150.000000,159.399994,149.050003,158.000000,154.848633,30145572
2016-09-11,152.750000,154.000000,142.250000,146.300003,143.382004,45750726
2016-09-18,147.100006,159.199997,145.600006,155.899994,152.790527,52204617
2016-09-25,154.800003,158.000000,138.100006,146.149994,143.235001,50069749
2016-10-02,148.000000,160.300003,148.000000,155.949997,152.839539,48165802
2016-10-09,156.800003,156.899994,144.850006,150.199997,147.204208,17098533
2016-10-16,150.949997,157.300003,145.649994,156.149994,153.035538,29408365
2016-10-23,156.550003,157.800003,146.500000,150.500000,147.498230,25577677
2016-10-30,150.500000,151.899994,138.100006,139.300003,136.521606,22782506
2016-11-06,141.000000,145.250000,108.349998,116.449997,114.127365,104050680
2016-11-13,116.449997,118.849998,107.300003,116.400002,114.078369,56753094
2016-11-20,116.099998,117.750000,104.150002,112.300003,110.060150,70521593
2016-11-27,112.250000,116.900002,109.050003,109.849998,107.659004,36023021
2016-12-04,109.750000,117.500000,109.349998,114.900002,112.608292,34970533
2016-12-11,116.000000,116.699997,110.800003,111.849998,109.619118,29909458
2016-12-18,112.000000,118.449997,111.250000,113.750000,111.481224,37375265
2016-12-25,112.300003,113.250000,101.000000,111.400002,109.178093,57137719
2017-01-01,116.000000,129.250000,113.949997,126.550003,124.025925,61465332
2017-01-08,126.599998,128.899994,122.400002,124.099998,121.624794,37655971
2017-01-15,125.500000,134.149994,125.099998,128.550003,125.986031,46295750
2017-01-22,127.199997,140.000000,126.800003,135.600006,132.895432,31354458
2017-01-29,136.050003,145.800003,134.149994,143.550003,140.686859,49908769
2017-02-05,144.600006,150.149994,141.600006,147.899994,144.950073,37634687
2017-02-12,148.600006,151.949997,134.300003,142.350006,139.510788,51815317
2017-02-19,143.000000,149.750000,141.550003,148.850006,145.881149,28717011
2017-02-26,148.800003,155.399994,139.149994,144.100006,141.225876,58694785
2017-03-05,144.949997,146.350006,140.399994,141.850006,139.020767,28520951
2017-03-12,141.850006,150.649994,141.850006,147.649994,144.705063,23600631
2017-03-19,147.600006,149.399994,140.800003,148.350006,145.391129,19503895
2017-03-26,147.699997,151.949997,147.000000,148.649994,145.685135,30767249
2017-04-02,148.600006,159.250000,146.199997,154.250000,151.173447,37465945
2017-04-09,153.350006,162.000000,153.199997,159.649994,156.465714,32877992
2017-04-16,160.000000,188.350006,157.850006,183.449997,179.791046,112408820
2017-04-23,183.100006,197.449997,179.750000,186.000000,182.290176,83776838
2017-04-30,186.000000,193.350006,182.250000,185.649994,181.947159,31312844
2017-05-07,186.000000,209.750000,183.199997,208.350006,204.194397,79333309
2017-05-14,209.649994,216.000000,200.449997,207.600006,203.459366,55850579
2017-05-21,210.000000,211.350006,186.600006,194.000000,190.130630,62766872
2017-05-28,188.000000,192.699997,170.199997,175.699997,172.195618,65558320
2017-06-04,175.449997,185.750000,171.399994,184.850006,181.163116,59751863
2017-06-11,183.350006,198.850006,182.050003,193.600006,189.738586,62708455
2017-06-18,194.000000,203.800003,186.149994,192.050003,188.219513,59342052
2017-06-25,192.050003,195.300003,183.500000,190.699997,186.896439,38885671
2017-07-02,191.000000,203.949997,190.100006,202.250000,198.216064,40275079
2017-07-09,203.300003,206.399994,198.250000,201.500000,197.481033,23730012
2017-07-16,201.600006,207.199997,193.550003,196.300003,192.384750,43877508
2017-07-23,195.800003,198.500000,190.100006,191.250000,187.435471,48191430
2017-07-30,192.399994,196.300003,187.600006,189.800003,186.014389,33068247
2017-08-06,190.050003,193.399994,153.000000,155.550003,152.447525,58135887
2017-08-13,161.000000,189.550003,161.000000,183.449997,179.791046,73096207
2017-08-20,184.399994,189.149994,168.699997,186.949997,183.221222,61657480
2017-08-27,190.850006,194.000000,176.300003,191.600006,187.778488,95039195
2017-09-03,191.050003,195.500000,182.300003,191.800003,187.974503,45133617
2017-09-10,194.000000,198.600006,190.350006,191.550003,187.729492,30069389
2017-09-17,193.649994,195.800003,171.899994,173.500000,170.039490,36216126
2017-09-24,172.500000,174.500000,158.199997,164.300003,162.701630,60166749
2017-10-01,164.300003,174.399994,164.300003,171.600006,169.930603,28517694
2017-10-08,172.199997,175.800003,168.199997,172.949997,171.267471,28783776
2017-10-15,173.350006,181.300003,170.649994,175.250000,173.545090,26380977
2017-10-22,175.899994,187.500000,174.350006,184.350006,182.556564,35686038
2017-10-29,185.300003,216.199997,184.000000,213.899994,211.819092,79130176
2017-11-05,216.850006,217.800003,205.100006,207.899994,205.877457,38312648
2017-11-12,200.250000,225.850006,194.149994,223.850006,221.672318,72567834
2017-11-19,223.550003,229.800003,218.399994,228.600006,226.376083,53206966
2017-11-26,228.699997,237.399994,221.699997,225.899994,223.702347,51772874
2017-12-03,229.000000,241.800003,223.750000,238.399994,236.080734,46677304
2017-12-10,239.149994,242.449997,222.649994,231.699997,229.445923,30237475
2017-12-17,225.000000,249.000000,220.949997,245.250000,242.864120,44690534
2017-12-24,245.250000,266.799988,245.250000,259.350006,256.826935,59746045
2017-12-31,259.450012,265.250000,251.399994,259.950012,257.421112,29137051
2018-01-07,260.799988,273.850006,258.149994,268.549988,265.937439,40420947
2018-01-14,268.549988,271.450012,245.550003,249.300003,246.874710,30526231
2018-01-21,250.500000,265.399994,245.600006,253.600006,251.132889,29438029
2018-01-28,255.100006,260.250000,204.500000,223.399994,221.226669,44652615
2018-02-04,218.399994,233.699997,210.000000,229.050003,226.821716,48896527
2018-02-11,231.899994,239.699997,224.300003,225.649994,223.454773,27047054
2018-02-18,224.899994,227.500000,218.250000,225.149994,222.959641,31118559
2018-02-25,227.300003,230.000000,219.250000,224.300003,222.117920,18625884
2018-03-04,221.300003,226.649994,209.750000,211.350006,209.293900,26937620
2018-03-11,215.000000,218.250000,210.149994,217.699997,215.582138,6107809
