"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 29, 2016","140.05","157.60","158.00","138.10","16.63M","-10.22%"
"Sep 28, 2016","156.00","153.75","156.90","152.90","6.91M","1.69%"
"Sep 27, 2016","153.40","153.70","154.75","151.20","6.37M","0.29%"
"Sep 26, 2016","152.95","154.80","156.65","150.10","9.51M","-1.89%"
"Sep 23, 2016","155.90","155.45","159.20","153.25","17.33M","1.40%"
"Sep 22, 2016","153.75","150.10","154.20","149.35","8.96M","3.78%"
"Sep 21, 2016","148.15","148.40","150.20","147.50","4.98M","0.41%"
"Sep 20, 2016","147.55","152.65","152.70","146.15","8.88M","-2.93%"
"Sep 19, 2016","152.00","147.10","152.60","145.60","12.05M","3.90%"
"Sep 16, 2016","146.30","145.70","149.35","145.20","12.36M","1.25%"
"Sep 15, 2016","144.50","144.25","146.40","142.25","10.58M","0.03%"
"Sep 14, 2016","144.45","144.80","148.10","142.50","11.77M","-0.65%"
"Sep 12, 2016","145.40","152.75","154.00","143.10","11.04M","-7.97%"
"Sep 09, 2016","158.00","156.90","159.40","152.55","7.79M","0.83%"
"Sep 08, 2016","156.70","152.50","157.75","152.00","8.60M","3.19%"
"Sep 07, 2016","151.85","151.00","154.35","149.35","7.44M","0.90%"
"Sep 06, 2016","150.50","152.65","152.65","149.05","6.32M","0.33%"
"Sep 02, 2016","150.00","150.95","151.95","148.35","9.63M","0.84%"
"Sep 01, 2016","148.75","155.00","156.30","146.60","12.77M","-3.94%"
"Aug 31, 2016","154.85","164.25","165.25","153.85","15.02M","-4.50%"
"Aug 30, 2016","162.15","156.90","163.65","155.00","12.71M","2.43%"
"Aug 29, 2016","158.30","160.20","160.20","156.60","6.30M","-0.88%"
"Aug 26, 2016","159.70","162.60","163.70","158.50","7.09M","-1.15%"
"Aug 25, 2016","161.55","164.15","165.65","161.00","5.40M","-1.61%"
"Aug 24, 2016","164.20","162.90","164.75","161.15","3.54M","0.80%"
"Aug 23, 2016","162.90","164.35","164.60","161.10","5.14M","-1.03%"
"Aug 22, 2016","164.60","167.10","168.25","163.70","5.09M","-1.88%"
"Aug 19, 2016","167.75","167.00","169.60","166.10","5.94M","0.24%"
"Aug 18, 2016","167.35","166.10","168.90","165.45","4.29M","0.97%"
"Aug 17, 2016","165.75","165.95","168.15","163.90","6.98M","0.33%"
"Aug 16, 2016","165.20","162.35","165.90","159.10","5.81M","1.60%"
"Aug 12, 2016","162.60","162.75","164.00","161.05","3.75M","0.43%"
"Aug 11, 2016","161.90","166.45","166.65","158.70","9.20M","-3.02%"
"Aug 10, 2016","166.95","167.05","169.20","163.65","7.33M","-0.24%"
"Aug 09, 2016","167.35","166.00","168.90","163.05","7.70M","1.09%"
"Aug 08, 2016","165.55","165.10","167.70","164.10","6.36M","0.64%"
"Aug 05, 2016","164.50","163.50","165.95","161.15","7.71M","1.45%"
"Aug 04, 2016","162.15","155.95","163.40","152.60","7.74M","4.85%"
"Aug 03, 2016","154.65","158.30","159.30","153.65","4.91M","-2.18%"
"Aug 02, 2016","158.10","161.75","161.95","156.60","5.39M","-2.11%"
"Aug 01, 2016","161.50","162.80","163.75","157.35","6.48M","0.12%"
"Jul 29, 2016","161.30","162.60","165.60","160.65","7.49M","-0.34%"
"Jul 28, 2016","161.85","161.00","163.00","159.80","5.55M","1.00%"
"Jul 27, 2016","160.25","161.90","162.85","156.25","7.82M","-0.47%"
"Jul 26, 2016","161.00","163.95","165.00","160.25","6.79M","-1.77%"
"Jul 25, 2016","163.90","158.00","164.55","157.05","10.04M","3.50%"
"Jul 22, 2016","158.35","154.50","158.90","153.75","6.60M","2.49%"
"Jul 21, 2016","154.50","158.10","159.40","153.80","5.18M","-2.03%"
"Jul 20, 2016","157.70","152.50","158.75","152.10","8.22M","3.68%"
"Jul 19, 2016","152.10","154.15","155.25","149.85","6.46M","-1.43%"
"Jul 18, 2016","154.30","157.90","159.25","153.55","4.54M","-1.69%"
"Jul 15, 2016","156.95","157.80","159.20","155.05","7.73M","0.29%"
"Jul 14, 2016","156.50","157.00","158.50","155.50","5.12M","-0.38%"
"Jul 13, 2016","157.10","162.00","163.40","153.10","13.61M","-2.42%"
"Jul 12, 2016","161.00","158.00","162.00","155.80","8.39M","1.77%"
"Jul 11, 2016","158.20","158.35","159.00","156.70","7.60M","2.33%"
"Jul 08, 2016","154.60","159.00","159.50","152.75","10.91M","-0.32%"
"Jul 07, 2016","155.10","157.50","159.05","154.70","7.60M","-1.02%"
"Jul 05, 2016","156.70","158.50","160.35","155.20","10.56M","-1.38%"
"Jul 04, 2016","158.90","151.75","161.20","151.15","19.45M","4.92%"
"Jul 01, 2016","151.45","150.90","152.65","149.20","11.57M","1.00%"
"Jun 30, 2016","149.95","145.00","150.55","144.45","19.44M","4.39%"
"Jun 29, 2016","143.65","140.70","147.70","139.90","42.90M","7.68%"
"Jun 28, 2016","133.40","134.50","136.00","132.30","5.57M","-1.00%"
"Jun 27, 2016","134.75","132.80","135.90","132.35","4.85M","0.97%"
"Jun 24, 2016","133.45","132.45","134.10","126.65","14.54M","-3.37%"
"Jun 23, 2016","138.10","139.00","139.50","136.15","6.05M","-1.53%"
"Jun 22, 2016","140.25","138.05","141.20","137.35","10.61M","1.78%"
"Jun 21, 2016","137.80","138.85","139.50","136.55","5.50M","-0.51%"
"Jun 20, 2016","138.50","133.90","140.35","133.15","12.37M","3.01%"
"Jun 17, 2016","134.45","133.65","135.80","132.65","8.94M","2.71%"
"Jun 16, 2016","130.90","132.30","132.45","128.30","5.26M","-1.36%"
"Jun 15, 2016","132.70","133.10","133.80","131.70","2.88M","0.11%"
"Jun 14, 2016","132.55","133.00","134.00","131.50","6.64M","1.65%"
"Jun 13, 2016","130.40","132.50","132.70","128.50","7.12M","-2.76%"
"Jun 10, 2016","134.10","135.75","137.55","133.20","6.16M","-1.51%"
"Jun 09, 2016","136.15","137.30","138.10","134.85","6.17M","-0.40%"
"Jun 08, 2016","136.70","134.85","137.50","133.65","9.82M","1.03%"
"Jun 07, 2016","135.30","133.65","135.70","131.85","8.31M","2.19%"
"Jun 06, 2016","132.40","132.90","133.90","131.20","5.86M","0.34%"
"Jun 03, 2016","131.95","133.65","137.20","130.40","12.65M","-1.27%"
"Jun 02, 2016","133.65","133.10","134.40","131.70","10.55M","0.41%"
"Jun 01, 2016","133.10","129.50","133.80","128.10","14.69M","2.46%"
"May 31, 2016","129.90","127.50","131.50","126.10","12.45M","2.69%"
"May 30, 2016","126.50","129.00","133.90","126.05","11.53M","-1.90%"
"May 27, 2016","128.95","128.30","130.95","127.25","9.39M","0.74%"
"May 26, 2016","128.00","123.20","128.85","122.00","9.99M","4.36%"
"May 25, 2016","122.65","122.75","123.90","121.40","6.80M","2.21%"
"May 24, 2016","120.00","120.90","122.50","117.30","7.62M","-1.03%"
"May 23, 2016","121.25","123.75","124.30","120.35","7.52M","-1.18%"
"May 20, 2016","122.70","124.70","126.00","121.80","7.30M","-1.09%"
"May 19, 2016","124.05","126.95","130.20","123.50","12.05M","-2.67%"
"May 18, 2016","127.45","123.40","127.95","121.20","7.74M","2.70%"
"May 17, 2016","124.10","125.20","127.20","123.05","6.17M","-0.20%"
"May 16, 2016","124.35","122.10","124.60","120.10","7.27M","2.01%"
"May 13, 2016","121.90","127.40","128.40","121.05","8.85M","-4.58%"
"May 12, 2016","127.75","125.10","129.35","125.10","6.76M","1.51%"
"May 11, 2016","125.85","124.50","128.05","124.25","5.02M","-1.49%"
"May 10, 2016","127.75","128.00","129.15","126.70","4.52M","-0.27%"
"May 09, 2016","128.10","127.00","128.90","126.00","5.69M","1.99%"
"May 06, 2016","125.60","123.95","126.65","122.00","6.73M","0.92%"
"May 05, 2016","124.45","120.75","125.45","119.30","10.23M","3.32%"
"May 04, 2016","120.45","126.45","127.70","119.50","8.64M","-5.19%"
"May 03, 2016","127.05","128.90","131.50","126.50","9.41M","-1.24%"
"May 02, 2016","128.65","128.95","131.20","127.60","9.63M","-0.66%"
"Apr 29, 2016","129.50","125.65","130.15","123.15","12.09M","3.19%"
"Apr 28, 2016","125.50","123.80","128.85","122.10","18.81M","1.78%"
"Apr 27, 2016","123.30","124.90","125.40","122.40","5.17M","-0.72%"
"Apr 26, 2016","124.20","119.40","124.65","118.85","9.02M","3.41%"
"Apr 25, 2016","120.10","122.10","123.40","119.15","6.30M","-2.00%"
"Apr 22, 2016","122.55","122.30","124.20","121.75","5.01M","-0.53%"
"Apr 21, 2016","123.20","125.00","127.30","122.05","9.58M","-0.73%"
"Apr 20, 2016","124.10","125.10","125.90","123.40","8.77M","-0.76%"
"Apr 18, 2016","125.05","122.20","125.50","120.95","11.35M","2.63%"
"Apr 13, 2016","121.85","120.75","123.65","120.15","10.54M","2.01%"
"Apr 12, 2016","119.45","121.25","121.80","118.55","9.06M","-1.04%"
"Apr 11, 2016","120.70","119.50","122.45","119.05","13.96M","1.94%"
"Apr 08, 2016","118.40","113.50","119.10","113.30","13.33M","4.27%"
"Apr 07, 2016","113.55","114.45","116.40","112.95","9.85M","-0.79%"
"Apr 06, 2016","114.45","114.00","117.15","112.40","12.19M","0.93%"
"Apr 05, 2016","113.40","116.00","120.30","112.65","16.27M","-4.51%"
"Apr 04, 2016","118.75","121.30","121.80","117.30","12.29M","-1.78%"
"Apr 01, 2016","120.90","114.50","121.35","113.20","17.31M","5.36%"
"Mar 31, 2016","114.75","114.20","116.00","112.10","11.14M","-0.22%"
"Mar 30, 2016","115.00","108.30","116.40","107.65","15.36M","7.78%"
"Mar 29, 2016","106.70","107.20","108.40","105.60","7.00M","0.19%"
"Mar 28, 2016","106.50","114.40","114.40","105.25","10.10M","-7.79%"
"Mar 23, 2016","115.50","115.45","116.55","114.60","10.14M","0.57%"
"Mar 22, 2016","114.85","109.70","115.60","108.80","18.87M","5.22%"
"Mar 21, 2016","109.15","107.90","110.20","106.80","8.14M","1.63%"
"Mar 18, 2016","107.40","107.50","108.40","105.75","8.48M","2.19%"
"Mar 17, 2016","105.10","108.00","108.50","104.65","7.54M","-1.36%"
"Mar 16, 2016","106.55","106.95","108.20","104.80","10.01M","0.90%"
"Mar 15, 2016","105.60","105.65","107.60","105.10","9.13M","0.19%"
"Mar 14, 2016","105.40","107.70","108.60","104.30","8.64M","-0.99%"
"Mar 11, 2016","106.45","103.40","111.40","102.50","26.83M","0.47%"
"Mar 10, 2016","105.95","108.35","108.50","105.35","6.86M","-1.30%"
"Mar 09, 2016","107.35","105.20","108.80","104.50","10.46M","0.47%"
"Mar 08, 2016","106.85","107.50","109.60","105.60","9.30M","-0.97%"
"Mar 04, 2016","107.90","106.20","110.80","104.50","10.96M","1.36%"
"Mar 03, 2016","106.45","109.15","109.15","104.80","11.12M","-1.25%"
"Mar 02, 2016","107.80","101.00","112.80","99.25","34.68M","9.89%"
"Mar 01, 2016","98.10","89.10","99.30","89.10","19.67M","10.29%"
"Feb 29, 2016","88.95","87.80","92.80","85.10","15.39M","1.95%"
"Feb 26, 2016","87.25","84.95","87.95","84.50","9.20M","4.62%"
"Feb 25, 2016","83.40","85.50","85.90","83.05","9.55M","-1.88%"
"Feb 24, 2016","85.00","83.90","86.60","83.60","7.19M","0.00%"
"Feb 23, 2016","85.00","88.90","89.05","84.40","8.32M","-4.49%"
"Feb 22, 2016","89.00","88.85","89.60","87.55","6.05M","1.08%"
"Feb 19, 2016","88.05","86.70","89.20","85.50","8.33M","1.67%"
"Feb 18, 2016","86.60","89.50","90.65","83.80","10.29M","-2.09%"
"Feb 17, 2016","88.45","86.10","89.00","83.30","11.68M","3.21%"
"Feb 16, 2016","85.70","91.25","91.95","85.05","13.75M","-4.41%"
"Feb 15, 2016","89.65","83.20","90.60","83.20","13.69M","10.95%"
"Feb 12, 2016","80.80","83.40","83.40","72.35","24.61M","-0.62%"
"Feb 11, 2016","81.30","90.05","90.30","80.00","20.93M","-10.07%"
"Feb 10, 2016","90.40","95.35","95.65","89.00","13.61M","-5.34%"
"Feb 09, 2016","95.50","94.85","97.30","94.45","7.21M","-1.14%"
"Feb 08, 2016","96.60","96.80","101.15","96.00","14.15M","0.78%"
"Feb 05, 2016","95.85","94.70","96.45","93.25","7.24M","1.27%"
"Feb 04, 2016","94.65","94.70","96.00","93.95","10.11M","1.39%"
"Feb 03, 2016","93.35","93.00","96.85","92.40","15.69M","0.00%"
"Feb 02, 2016","93.35","96.50","97.35","92.60","8.89M","-3.51%"
"Feb 01, 2016","96.75","96.50","98.00","95.70","7.07M","0.42%"
"Jan 29, 2016","96.35","94.65","97.45","92.90","8.90M","2.01%"
"Jan 28, 2016","94.45","95.30","95.80","93.60","11.43M","-1.25%"
"Jan 27, 2016","95.65","94.65","97.25","93.80","10.69M","2.30%"
"Jan 25, 2016","93.50","95.80","95.80","92.10","8.17M","-1.11%"
"Jan 22, 2016","94.55","93.05","95.75","92.50","11.04M","3.16%"
"Jan 21, 2016","91.65","93.70","94.70","90.30","11.25M","-0.65%"
"Jan 20, 2016","92.25","93.90","93.90","90.00","15.24M","-4.06%"
"Jan 19, 2016","96.15","96.00","98.10","93.45","13.60M","0.10%"
"Jan 18, 2016","96.05","100.30","101.60","95.10","13.67M","-3.61%"
"Jan 15, 2016","99.65","106.35","107.70","98.45","14.47M","-5.86%"
"Jan 14, 2016","105.85","106.95","108.40","105.00","14.79M","-3.86%"
"Jan 13, 2016","110.10","111.50","114.00","104.25","19.41M","0.55%"
"Jan 12, 2016","109.50","113.25","113.55","107.55","9.52M","-2.41%"
"Jan 11, 2016","112.20","109.25","113.40","107.55","11.60M","0.00%"
"Jan 08, 2016","112.20","107.30","113.60","107.05","22.16M","5.06%"
"Jan 07, 2016","106.80","113.00","113.00","105.75","24.87M","-6.93%"
"Jan 06, 2016","114.75","118.90","119.30","114.25","10.85M","-3.08%"
"Jan 05, 2016","118.40","119.40","121.10","118.00","23.82M","0.00%"
"Jan 04, 2016","118.40","120.40","122.75","117.55","11.34M","-2.59%"
"Jan 01, 2016","121.55","115.95","122.00","115.20","13.84M","4.78%"
"Dec 31, 2015","116.00","114.10","116.75","113.70","11.80M","1.84%"
"Dec 30, 2015","113.90","114.10","114.95","113.15","4.68M","0.09%"
"Dec 29, 2015","113.80","115.95","116.30","112.50","6.74M","-1.17%"
"Dec 28, 2015","115.15","114.15","115.90","113.10","6.18M","0.70%"
"Dec 24, 2015","114.35","116.40","116.50","113.85","6.19M","-1.51%"
"Dec 23, 2015","116.10","114.30","117.10","113.70","11.30M","2.34%"
"Dec 22, 2015","113.45","116.70","117.75","112.85","6.66M","-2.28%"
"Dec 21, 2015","116.10","114.80","116.50","113.85","5.15M","1.35%"
"Dec 18, 2015","114.55","115.30","116.95","114.10","7.71M","-0.69%"
"Dec 17, 2015","115.35","114.50","115.85","113.10","7.51M","1.99%"
"Dec 16, 2015","113.10","109.10","114.50","108.90","12.64M","4.43%"
"Dec 15, 2015","108.30","108.00","108.90","107.10","4.83M","1.17%"
"Dec 14, 2015","107.05","107.50","110.15","105.40","7.78M","-1.06%"
"Dec 11, 2015","108.20","112.00","112.40","106.20","8.41M","-3.00%"
"Dec 10, 2015","111.55","112.50","113.50","110.40","7.66M","1.00%"
"Dec 09, 2015","110.45","109.90","111.80","107.10","12.68M","0.05%"
"Dec 08, 2015","110.40","115.30","117.20","109.75","7.80M","-5.32%"
"Dec 07, 2015","116.60","117.50","118.45","115.55","6.10M","-0.47%"
"Dec 04, 2015","117.15","117.50","118.90","116.40","5.91M","-1.47%"
"Dec 03, 2015","118.90","116.10","120.45","115.75","9.64M","1.58%"
"Dec 02, 2015","117.05","118.35","119.00","115.75","6.75M","-0.72%"
"Dec 01, 2015","117.90","116.20","118.75","115.00","13.40M","2.88%"
"Nov 30, 2015","114.60","114.40","116.80","112.55","34.80M","0.48%"
"Nov 27, 2015","114.05","114.90","115.65","112.10","13.20M","0.44%"
"Nov 26, 2015","113.55","109.00","116.50","108.50","29.19M","5.97%"
"Nov 24, 2015","107.15","103.40","108.00","103.15","16.02M","3.88%"
"Nov 23, 2015","103.15","102.90","104.50","102.35","8.35M","0.88%"
"Nov 20, 2015","102.25","103.40","106.00","101.80","12.56M","-1.02%"
"Nov 19, 2015","103.30","108.00","108.40","102.80","15.83M","-3.00%"
"Nov 18, 2015","106.50","111.45","111.95","105.55","7.99M","-4.40%"
"Nov 17, 2015","111.40","111.25","113.50","111.00","8.45M","1.41%"
"Nov 16, 2015","109.85","110.00","110.80","108.10","6.73M","-0.32%"
"Nov 13, 2015","110.20","110.70","112.35","108.60","8.43M","-1.61%"
"Nov 11, 2015","112.00","111.80","112.50","111.00","2.68M","2.99%"
"Nov 10, 2015","108.75","114.00","114.95","108.35","8.68M","-4.52%"
"Nov 09, 2015","113.90","113.00","115.90","112.60","11.33M","-3.88%"
"Nov 06, 2015","118.50","117.30","119.60","115.80","5.98M","2.02%"
"Nov 05, 2015","116.15","121.65","123.35","115.60","9.48M","-5.07%"
"Nov 04, 2015","122.35","124.20","125.70","121.50","15.02M","1.87%"
"Nov 03, 2015","120.10","119.90","121.50","119.00","7.23M","1.18%"
"Nov 02, 2015","118.70","116.50","119.80","114.55","7.27M","1.89%"
"Oct 30, 2015","116.50","121.45","122.45","115.25","8.64M","-3.24%"
"Oct 29, 2015","120.40","124.20","125.50","119.65","9.66M","-2.82%"
"Oct 28, 2015","123.90","126.00","126.50","122.65","6.07M","-2.40%"
"Oct 27, 2015","126.95","128.85","129.00","126.65","5.58M","-1.59%"
"Oct 26, 2015","129.00","130.90","131.65","128.35","3.92M","-0.81%"
"Oct 23, 2015","130.05","132.00","132.50","129.25","4.91M","0.93%"
"Oct 21, 2015","128.85","131.70","132.90","128.00","4.87M","-2.16%"
"Oct 20, 2015","131.70","133.70","133.90","130.25","4.78M","-0.34%"
"Oct 19, 2015","132.15","129.25","133.20","127.80","8.12M","2.92%"
"Oct 16, 2015","128.40","130.00","132.30","127.65","10.17M","-4.57%"
"Oct 15, 2015","134.55","134.90","136.15","134.00","4.73M","0.86%"
"Oct 14, 2015","133.40","136.85","138.00","132.95","7.01M","-2.52%"
"Oct 13, 2015","136.85","135.55","138.45","135.55","5.71M","0.51%"
"Oct 12, 2015","136.15","138.95","139.80","135.40","5.56M","-2.72%"
"Oct 09, 2015","139.95","141.90","142.90","138.35","14.31M","0.94%"
"Oct 08, 2015","138.65","139.95","141.30","136.75","12.04M","0.18%"
"Oct 07, 2015","138.40","135.35","140.35","134.25","11.80M","2.37%"
"Oct 06, 2015","135.20","134.50","137.70","134.50","7.41M","0.93%"
"Oct 05, 2015","133.95","134.85","136.95","132.50","10.22M","-0.19%"
"Oct 01, 2015","134.20","138.75","138.80","132.70","9.52M","-2.29%"
"Sep 30, 2015","137.35","136.50","138.75","135.15","11.50M","2.04%"
"Sep 29, 2015","134.60","127.40","137.30","126.30","19.68M","3.90%"
"Sep 28, 2015","129.55","126.00","133.75","124.85","16.53M","2.37%"
"Sep 24, 2015","126.55","126.50","128.85","125.75","5.55M","-0.47%"
"Sep 23, 2015","127.15","122.50","127.95","121.95","7.45M","1.96%"
"Sep 22, 2015","124.70","129.50","130.35","123.55","10.77M","-2.50%"
"Sep 21, 2015","127.90","124.40","129.45","123.00","6.85M","1.23%"
"Sep 18, 2015","126.35","125.50","131.00","125.05","15.62M","2.22%"
"Sep 16, 2015","123.60","125.00","126.00","121.15","8.71M","0.37%"
"Sep 15, 2015","123.15","125.20","127.80","121.80","8.81M","-2.34%"
"Sep 14, 2015","126.10","124.80","126.65","122.65","6.33M","1.04%"
"Sep 11, 2015","124.80","126.00","127.60","123.55","11.52M","0.73%"
"Sep 10, 2015","123.90","117.15","126.05","116.60","14.46M","1.14%"
"Sep 09, 2015","122.50","125.00","125.80","120.80","12.00M","1.79%"
"Sep 08, 2015","120.35","114.50","123.75","112.80","15.55M","6.79%"
"Sep 07, 2015","112.70","116.00","118.20","111.70","11.58M","-3.47%"
"Sep 04, 2015","116.75","120.00","120.30","111.20","21.55M","-3.19%"
"Sep 03, 2015","120.60","113.00","123.05","111.85","25.62M","9.94%"
"Sep 02, 2015","109.70","108.30","114.25","107.40","15.43M","3.69%"
"Sep 01, 2015","105.80","108.00","111.35","104.10","10.91M","-4.60%"
"Aug 31, 2015","110.90","114.10","117.00","109.40","11.10M","-3.73%"
"Aug 28, 2015","115.20","117.70","119.50","111.55","15.82M","0.39%"
"Aug 27, 2015","114.75","115.50","116.10","108.40","19.33M","3.75%"
"Aug 26, 2015","110.60","111.00","114.30","108.30","15.91M","-1.34%"
"Aug 25, 2015","112.10","99.80","114.10","97.10","31.74M","15.99%"
"Aug 24, 2015","96.65","105.00","107.50","93.35","17.83M","-15.18%"
"Aug 21, 2015","113.95","116.30","122.25","111.90","16.79M","-5.04%"
"Aug 20, 2015","120.00","126.10","127.45","115.60","15.82M","-5.29%"
"Aug 19, 2015","126.70","129.90","131.90","126.05","11.06M","-1.05%"
"Aug 18, 2015","128.05","130.00","131.70","124.85","12.80M","-0.97%"
"Aug 17, 2015","129.30","132.70","133.80","127.75","14.30M","-4.40%"
"Aug 14, 2015","135.25","116.00","136.70","113.00","27.75M","18.38%"
"Aug 13, 2015","114.25","118.05","122.00","110.50","8.35M","-2.43%"
"Aug 12, 2015","117.10","122.50","123.65","115.60","7.26M","-5.83%"
"Aug 11, 2015","124.35","128.45","129.70","122.20","7.57M","-3.08%"
"Aug 10, 2015","128.30","125.05","130.40","123.60","10.32M","2.07%"
"Aug 07, 2015","125.70","121.30","126.60","120.05","11.51M","2.65%"
"Aug 06, 2015","122.45","121.75","125.60","120.10","9.92M","0.29%"
"Aug 05, 2015","122.10","116.00","126.10","116.00","16.05M","6.13%"
"Aug 04, 2015","115.05","115.20","117.05","111.80","6.61M","-0.39%"
"Aug 03, 2015","115.50","115.10","117.70","113.50","6.22M","0.39%"
"Jul 31, 2015","115.05","109.00","116.60","108.05","10.63M","4.88%"
"Jul 30, 2015","109.70","102.90","110.95","102.00","17.88M","8.03%"
"Jul 29, 2015","101.55","96.80","104.40","94.20","12.34M","6.45%"
"Jul 28, 2015","95.40","102.00","102.00","95.00","8.69M","-5.73%"
"Jul 27, 2015","101.20","102.20","104.45","100.50","5.86M","-1.94%"
"Jul 24, 2015","103.20","107.30","108.35","102.80","5.55M","-4.27%"
"Jul 23, 2015","107.80","107.45","109.50","106.30","4.01M","1.13%"
"Jul 22, 2015","106.60","106.20","107.80","105.70","4.22M","0.00%"
"Jul 21, 2015","106.60","108.15","108.65","105.00","5.99M","-1.93%"
"Jul 20, 2015","108.70","114.20","114.45","108.25","6.07M","-4.82%"
"Jul 17, 2015","114.20","116.40","116.90","113.80","2.74M","-1.59%"
"Jul 16, 2015","116.05","116.50","117.25","115.10","3.55M","-0.56%"
"Jul 15, 2015","116.70","116.70","118.30","116.00","4.82M","2.01%"
"Jul 14, 2015","114.40","115.90","116.25","113.55","3.12M","-0.87%"
"Jul 13, 2015","115.40","115.30","116.10","113.70","3.02M","0.65%"
"Jul 10, 2015","114.65","117.95","118.05","113.60","3.34M","-1.88%"
"Jul 09, 2015","116.85","117.15","118.50","116.55","3.12M","0.30%"
"Jul 08, 2015","116.50","117.95","118.15","115.00","4.03M","-2.27%"
"Jul 07, 2015","119.20","116.95","120.40","116.95","4.26M","1.36%"
"Jul 06, 2015","117.60","114.00","118.20","114.00","3.85M","1.38%"
"Jul 03, 2015","116.00","116.55","118.30","115.50","3.63M","-0.68%"
"Jul 02, 2015","116.80","116.70","119.40","115.85","4.36M","-0.51%"
"Jul 01, 2015","117.40","116.80","118.75","116.55","3.57M","0.43%"
"Jun 30, 2015","116.90","116.05","118.80","115.75","4.07M","-0.09%"
"Jun 29, 2015","117.00","113.85","119.00","113.10","5.19M","-2.50%"
"Jun 26, 2015","120.00","117.65","122.95","114.35","9.36M","1.52%"
"Jun 25, 2015","118.20","112.75","121.00","112.10","11.63M","3.28%"
"Jun 24, 2015","114.45","117.80","117.85","113.80","3.73M","-2.60%"
"Jun 23, 2015","117.50","116.00","118.50","114.60","9.25M","2.53%"
"Jun 22, 2015","114.60","107.20","116.40","106.50","10.21M","7.61%"
"Jun 19, 2015","106.50","107.15","108.15","105.80","4.88M","-0.37%"
"Jun 18, 2015","106.90","109.10","109.40","106.40","4.60M","-1.52%"
"Jun 17, 2015","108.55","108.95","109.90","107.45","3.67M","0.60%"
"Jun 16, 2015","107.90","108.20","108.90","105.70","4.25M","-0.23%"
"Jun 15, 2015","108.15","107.95","109.25","106.00","5.70M","0.56%"
"Jun 12, 2015","107.55","108.40","109.40","104.65","6.85M","-0.32%"
"Jun 11, 2015","107.90","114.50","114.50","107.40","7.16M","-3.66%"
"Jun 10, 2015","112.00","112.75","115.70","111.10","8.40M","1.08%"
"Jun 09, 2015","110.80","109.85","111.90","107.55","7.03M","0.82%"
"Jun 08, 2015","109.90","108.00","111.50","107.10","9.69M","2.47%"
"Jun 05, 2015","107.25","108.75","110.30","106.30","7.19M","-3.51%"
"Jun 04, 2015","111.15","111.40","112.55","106.95","14.10M","0.54%"
"Jun 03, 2015","110.55","114.50","115.00","102.80","21.17M","-2.25%"
"Jun 02, 2015","113.10","119.20","119.35","111.20","6.01M","-4.27%"
"Jun 01, 2015","118.15","118.95","122.00","117.55","5.77M","0.34%"
"May 29, 2015","117.75","120.00","121.45","115.50","21.11M","-1.38%"
"May 28, 2015","119.40","120.00","120.00","116.65","4.89M","0.00%"
"May 27, 2015","119.40","116.00","121.00","115.10","7.45M","2.14%"
"May 26, 2015","116.90","121.50","122.00","116.50","5.95M","-3.63%"
"May 25, 2015","121.30","123.85","124.80","120.60","4.07M","-1.54%"
"May 22, 2015","123.20","125.50","125.70","122.30","4.91M","-0.77%"
"May 21, 2015","124.15","123.50","125.95","122.05","7.99M","0.73%"
"May 20, 2015","123.25","125.50","126.90","121.35","8.54M","-0.76%"
"May 19, 2015","124.20","122.75","125.95","122.60","3.76M","1.14%"
"May 18, 2015","122.80","125.40","126.40","120.40","5.33M","-1.76%"
"May 15, 2015","125.00","127.00","127.00","124.40","5.89M","-1.54%"
"May 14, 2015","126.95","124.40","127.55","122.40","8.97M","1.56%"
"May 13, 2015","125.00","127.00","128.00","123.85","11.65M","-0.40%"
"May 12, 2015","125.50","130.20","133.30","125.00","9.11M","-3.65%"
"May 11, 2015","130.25","133.60","134.00","128.60","6.41M","-2.03%"
"May 08, 2015","132.95","131.00","136.30","129.20","9.62M","3.06%"
"May 07, 2015","129.00","130.50","131.00","126.80","7.87M","-1.98%"
"May 06, 2015","131.60","138.90","138.90","130.05","9.28M","-5.53%"
"May 05, 2015","139.30","139.80","141.50","136.20","7.28M","0.72%"
"May 04, 2015","138.30","137.80","140.40","137.15","4.28M","1.36%"
"Apr 30, 2015","136.45","133.50","138.45","129.60","8.38M","2.02%"
"Apr 29, 2015","133.75","128.75","134.90","128.15","7.70M","4.41%"
"Apr 28, 2015","128.10","124.15","129.15","123.80","6.26M","3.35%"
"Apr 27, 2015","123.95","131.40","131.85","122.10","7.95M","-5.42%"
"Apr 24, 2015","131.05","136.45","136.90","130.10","6.11M","-3.78%"
"Apr 23, 2015","136.20","138.25","139.75","135.15","4.74M","-0.44%"
"Apr 22, 2015","136.80","139.00","140.25","133.20","8.92M","-1.51%"
"Apr 21, 2015","138.90","146.85","147.60","138.10","9.66M","-5.03%"
"Apr 20, 2015","146.25","147.90","149.45","143.65","5.24M","-0.61%"
"Apr 17, 2015","147.15","150.00","151.80","146.50","4.90M","-1.97%"
"Apr 16, 2015","150.10","154.00","154.25","148.65","5.26M","-2.12%"
"Apr 15, 2015","153.35","157.40","158.00","152.30","4.77M","-2.20%"
"Apr 13, 2015","156.80","159.60","161.15","155.85","4.58M","-1.01%"
"Apr 10, 2015","158.40","159.75","162.00","157.60","4.80M","-0.56%"
