"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 09, 2015","159.30","162.95","163.15","157.20","5.16M","-1.58%"
"Apr 08, 2015","161.85","163.00","165.50","157.65","10.76M","-0.06%"
"Apr 07, 2015","161.95","168.00","168.50","160.95","7.45M","-3.28%"
"Apr 06, 2015","167.45","159.65","169.25","156.45","7.65M","4.85%"
"Apr 01, 2015","159.70","157.00","160.90","156.20","3.10M","0.92%"
"Mar 31, 2015","158.25","160.00","160.60","156.15","4.06M","-0.78%"
"Mar 30, 2015","159.50","155.80","160.05","153.20","4.58M","2.94%"
"Mar 27, 2015","154.95","158.35","158.90","151.20","6.08M","-2.73%"
"Mar 26, 2015","159.30","161.55","163.95","157.35","10.37M","-3.48%"
"Mar 25, 2015","165.05","160.35","165.50","159.00","7.04M","3.09%"
"Mar 24, 2015","160.10","158.00","162.25","157.80","5.08M","0.47%"
"Mar 23, 2015","159.35","160.15","161.35","156.00","4.46M","-0.34%"
"Mar 20, 2015","159.90","164.00","164.80","158.55","5.53M","-2.47%"
"Mar 19, 2015","163.95","165.25","167.15","163.00","4.41M","-0.33%"
"Mar 18, 2015","164.50","164.00","165.95","163.00","5.06M","-0.30%"
"Mar 17, 2015","165.00","165.35","167.40","162.80","9.40M","0.43%"
"Mar 16, 2015","164.30","160.80","165.30","158.70","15.50M","4.38%"
"Mar 13, 2015","157.40","152.00","162.70","145.20","24.83M","5.32%"
"Mar 12, 2015","149.45","146.50","149.95","145.05","5.86M","3.03%"
"Mar 11, 2015","145.05","145.00","146.40","139.10","9.71M","0.10%"
"Mar 10, 2015","144.90","151.20","151.60","143.70","8.94M","-4.04%"
"Mar 09, 2015","151.00","154.00","156.45","148.65","6.09M","-2.04%"
"Mar 05, 2015","154.15","154.45","155.85","151.55","5.56M","0.03%"
"Mar 04, 2015","154.10","156.25","157.90","151.70","8.76M","1.85%"
"Mar 03, 2015","151.30","155.80","156.90","150.30","5.78M","-2.10%"
"Mar 02, 2015","154.55","156.95","160.20","153.40","6.62M","-0.55%"
"Feb 28, 2015","155.40","157.95","162.55","152.75","12.99M","-0.35%"
"Feb 27, 2015","155.95","148.25","157.15","147.05","12.54M","3.62%"
"Feb 26, 2015","150.50","147.45","151.65","146.65","6.97M","2.07%"
"Feb 25, 2015","147.45","147.10","150.90","146.55","6.74M","0.55%"
"Feb 24, 2015","146.65","148.15","148.45","145.05","5.36M","0.07%"
"Feb 23, 2015","146.55","151.95","152.05","145.20","6.26M","-3.17%"
"Feb 20, 2015","151.35","151.15","154.40","150.30","6.30M","0.73%"
"Feb 19, 2015","150.25","151.90","152.70","146.60","8.15M","0.20%"
"Feb 18, 2015","149.95","157.00","157.35","148.25","7.26M","-3.57%"
"Feb 16, 2015","155.50","156.85","158.10","154.40","7.63M","0.19%"
"Feb 13, 2015","155.20","159.60","164.45","153.60","7.46M","-2.24%"
"Feb 12, 2015","158.75","159.30","160.95","155.60","5.93M","0.22%"
"Feb 11, 2015","158.40","157.20","160.75","156.15","7.96M","0.54%"
"Feb 10, 2015","157.55","151.20","161.15","148.00","12.49M","0.29%"
"Feb 09, 2015","157.10","156.05","163.30","154.25","8.81M","-3.88%"
"Feb 06, 2015","163.45","168.50","171.75","160.00","10.51M","-3.51%"
"Feb 05, 2015","169.40","172.45","174.35","168.20","6.89M","-2.28%"
"Feb 04, 2015","173.35","170.70","179.20","165.20","12.76M","1.91%"
"Feb 03, 2015","170.10","173.55","174.40","166.90","7.48M","-1.65%"
"Feb 02, 2015","172.95","171.00","174.35","168.10","7.55M","1.80%"
"Jan 30, 2015","169.90","168.40","175.00","165.85","11.57M","1.95%"
"Jan 29, 2015","166.65","161.20","168.75","161.20","12.11M","2.21%"
"Jan 28, 2015","163.05","155.65","164.10","154.20","11.88M","3.26%"
"Jan 27, 2015","157.90","157.60","159.20","153.80","8.86M","0.77%"
"Jan 23, 2015","156.70","150.90","157.90","148.85","14.72M","5.45%"
"Jan 22, 2015","148.60","144.40","149.80","143.20","9.02M","3.41%"
"Jan 21, 2015","143.70","146.00","146.90","141.85","4.82M","-1.34%"
"Jan 20, 2015","145.65","146.20","147.90","143.20","4.75M","0.21%"
"Jan 19, 2015","145.35","146.90","148.60","143.20","5.45M","-0.62%"
"Jan 16, 2015","146.25","146.60","151.35","143.05","13.10M","-1.05%"
"Jan 15, 2015","147.80","137.90","149.50","136.55","17.73M","10.84%"
"Jan 14, 2015","133.35","132.65","134.95","132.40","5.75M","0.08%"
"Jan 13, 2015","133.25","137.10","137.45","132.30","7.35M","-2.38%"
"Jan 12, 2015","136.50","137.60","138.45","135.50","5.25M","-0.98%"
"Jan 09, 2015","137.85","143.50","144.25","133.00","8.11M","-3.43%"
"Jan 08, 2015","142.75","136.80","143.65","135.30","9.06M","6.05%"
"Jan 07, 2015","134.60","133.45","137.50","131.60","7.37M","0.71%"
"Jan 06, 2015","133.65","134.00","135.50","132.25","6.41M","-1.58%"
"Jan 05, 2015","135.80","136.80","137.50","134.80","5.93M","-2.44%"
"Jan 02, 2015","139.20","138.40","140.75","137.10","4.76M","1.31%"
"Jan 01, 2015","137.40","137.00","138.15","136.00","3.06M","0.00%"
"Dec 31, 2014","137.40","135.80","138.20","135.05","4.36M","1.29%"
"Dec 30, 2014","135.65","137.00","138.25","134.25","5.69M","-0.11%"
"Dec 29, 2014","135.80","137.45","140.40","135.05","7.26M","-0.29%"
"Dec 26, 2014","136.20","131.40","136.90","129.90","9.48M","3.46%"
"Dec 24, 2014","131.65","133.00","135.00","131.05","8.23M","-1.39%"
"Dec 23, 2014","133.50","132.60","134.90","130.55","15.03M","-0.11%"
"Dec 22, 2014","133.65","134.55","136.50","131.30","13.02M","1.25%"
"Dec 19, 2014","132.00","136.50","138.90","129.40","12.66M","-2.87%"
"Dec 18, 2014","135.90","137.50","139.35","133.50","7.66M","1.72%"
"Dec 17, 2014","133.60","138.75","140.45","133.00","11.82M","-4.06%"
"Dec 16, 2014","139.25","143.30","145.30","137.65","11.04M","-3.80%"
"Dec 15, 2014","144.75","151.00","154.15","144.15","8.07M","-4.80%"
"Dec 12, 2014","152.05","157.35","158.25","150.55","9.51M","-2.47%"
"Dec 11, 2014","155.90","158.75","161.25","154.50","9.68M","-2.29%"
"Dec 10, 2014","159.55","157.25","161.70","150.10","9.88M","0.22%"
"Dec 09, 2014","159.20","159.75","162.45","157.20","10.41M","-0.84%"
"Dec 08, 2014","160.55","161.00","166.00","158.60","12.40M","-0.71%"
"Dec 05, 2014","161.70","154.35","163.65","153.50","15.04M","4.76%"
"Dec 04, 2014","154.35","156.00","156.80","151.35","8.28M","-0.55%"
"Dec 03, 2014","155.20","154.00","156.80","152.80","8.05M","0.91%"
"Dec 02, 2014","153.80","152.00","155.90","151.10","10.18M","-0.26%"
"Dec 01, 2014","154.20","148.70","155.00","146.80","13.35M","3.42%"
"Nov 28, 2014","149.10","147.00","155.00","145.00","18.63M","0.57%"
"Nov 27, 2014","148.25","151.00","153.15","146.75","18.83M","-2.56%"
"Nov 26, 2014","152.15","140.50","154.90","136.50","21.95M","7.19%"
"Nov 25, 2014","141.95","147.95","147.95","140.25","8.05M","-3.76%"
"Nov 24, 2014","147.50","140.35","148.40","139.95","10.43M","5.06%"
"Nov 21, 2014","140.40","138.10","141.50","137.60","5.13M","1.30%"
"Nov 20, 2014","138.60","140.20","141.65","136.10","8.13M","-1.84%"
"Nov 19, 2014","141.20","138.00","144.20","137.70","10.88M","1.77%"
"Nov 18, 2014","138.75","139.00","140.35","137.00","7.76M","-0.68%"
"Nov 17, 2014","139.70","141.85","141.85","137.70","10.12M","-1.83%"
"Nov 14, 2014","142.30","141.60","143.25","139.50","10.55M","2.12%"
"Nov 13, 2014","139.35","140.00","141.80","136.50","14.52M","-0.50%"
"Nov 12, 2014","140.05","137.00","140.85","136.30","10.12M","2.41%"
"Nov 11, 2014","136.75","136.80","137.90","132.40","12.18M","0.66%"
"Nov 10, 2014","135.85","133.00","137.60","132.70","11.46M","1.00%"
"Nov 07, 2014","134.50","131.00","135.00","129.70","18.38M","6.11%"
"Nov 05, 2014","126.75","129.00","131.40","125.55","14.45M","-1.40%"
"Nov 03, 2014","128.55","124.00","129.50","120.20","18.40M","3.05%"
"Oct 31, 2014","124.75","124.80","127.00","122.10","14.36M","0.48%"
"Oct 30, 2014","124.15","119.25","127.00","119.00","36.86M","5.08%"
"Oct 29, 2014","118.15","112.10","119.60","110.10","21.95M","6.15%"
"Oct 28, 2014","111.30","109.50","113.50","109.10","14.58M","0.72%"
"Oct 27, 2014","110.50","116.00","116.00","109.00","20.77M","-7.88%"
"Oct 23, 2014","119.95","121.30","121.60","119.20","1.89M","-0.17%"
"Oct 22, 2014","120.15","122.85","122.90","115.60","21.47M","-1.03%"
"Oct 21, 2014","121.40","116.50","123.00","114.30","23.25M","5.43%"
"Oct 20, 2014","115.15","112.60","116.40","108.00","26.77M","4.11%"
"Oct 17, 2014","110.60","112.00","114.50","105.30","32.88M","0.23%"
"Oct 16, 2014","110.35","100.25","116.20","100.10","66.25M","5.15%"
"Oct 14, 2014","104.95","132.25","132.25","102.85","86.75M","-28.56%"
"Oct 13, 2014","146.90","151.75","151.75","144.10","12.34M","-3.77%"
"Oct 10, 2014","152.65","150.80","155.90","148.00","12.13M","-0.13%"
"Oct 09, 2014","152.85","151.00","154.40","149.20","8.16M","2.69%"
"Oct 08, 2014","148.85","140.20","149.60","140.15","12.07M","5.12%"
"Oct 07, 2014","141.60","148.90","149.70","140.70","11.97M","-5.85%"
"Oct 01, 2014","150.40","150.50","152.70","149.30","5.76M","-0.30%"
"Sep 30, 2014","150.85","158.05","159.00","147.60","9.11M","-4.71%"
"Sep 29, 2014","158.30","161.95","164.30","157.60","5.84M","-2.61%"
"Sep 26, 2014","162.55","155.70","163.00","155.55","7.28M","4.47%"
"Sep 25, 2014","155.60","160.10","161.40","154.15","8.80M","-2.51%"
"Sep 24, 2014","159.60","155.20","162.25","153.65","14.47M","2.64%"
"Sep 23, 2014","155.50","165.00","166.10","155.00","12.82M","-6.72%"
"Sep 22, 2014","166.70","170.10","173.30","166.00","7.99M","-3.05%"
"Sep 19, 2014","171.95","175.50","176.15","171.15","5.51M","-1.91%"
"Sep 18, 2014","175.30","168.30","176.35","168.10","5.79M","3.67%"
"Sep 17, 2014","169.10","170.05","171.30","166.10","5.16M","0.36%"
"Sep 16, 2014","168.50","173.25","177.95","167.05","6.82M","-2.97%"
"Sep 15, 2014","173.65","174.00","175.50","172.20","3.56M","-1.42%"
"Sep 12, 2014","176.15","174.20","177.50","174.10","4.11M","0.54%"
"Sep 11, 2014","175.20","177.30","179.10","174.20","5.69M","-1.02%"
"Sep 10, 2014","177.00","172.95","177.85","171.70","6.35M","1.64%"
"Sep 09, 2014","174.15","176.05","176.70","172.75","5.38M","-1.50%"
"Sep 08, 2014","176.80","176.50","178.50","170.10","8.93M","0.77%"
"Sep 05, 2014","175.45","166.00","176.65","164.70","17.24M","4.75%"
"Sep 04, 2014","167.50","175.20","176.00","156.20","20.25M","-8.42%"
"Sep 03, 2014","182.90","185.65","186.90","180.50","7.60M","-0.62%"
"Sep 02, 2014","184.05","179.65","185.30","178.85","10.06M","2.39%"
"Sep 01, 2014","179.75","178.00","180.60","175.45","9.83M","1.38%"
"Aug 28, 2014","177.30","181.10","183.35","176.00","14.56M","-3.06%"
"Aug 27, 2014","182.90","192.10","193.90","181.25","12.42M","-4.57%"
"Aug 26, 2014","191.65","189.25","192.75","187.50","5.46M","0.42%"
"Aug 25, 2014","190.85","194.70","196.45","190.00","5.34M","-2.00%"
"Aug 22, 2014","194.75","196.20","197.65","193.10","5.80M","-0.99%"
"Aug 21, 2014","196.70","200.00","202.60","196.05","5.98M","-2.29%"
"Aug 20, 2014","201.30","199.00","203.15","197.25","6.08M","0.52%"
"Aug 19, 2014","200.25","198.15","201.50","195.75","7.50M","1.06%"
"Aug 18, 2014","198.15","194.45","199.90","194.10","6.43M","0.99%"
"Aug 14, 2014","196.20","194.00","196.90","190.50","7.12M","0.98%"
"Aug 13, 2014","194.30","201.00","201.70","192.65","8.69M","-3.95%"
"Aug 12, 2014","202.30","199.55","202.90","198.00","6.72M","1.53%"
"Aug 11, 2014","199.25","200.50","202.20","197.60","6.41M","2.65%"
"Aug 08, 2014","194.10","199.25","200.00","193.20","7.90M","-4.31%"
"Aug 07, 2014","202.85","201.00","205.45","199.30","8.17M","0.17%"
"Aug 06, 2014","202.50","204.90","208.00","201.60","9.87M","-1.44%"
"Aug 05, 2014","205.45","200.40","206.40","198.40","14.06M","2.21%"
"Aug 04, 2014","201.00","202.35","204.80","197.20","8.54M","0.12%"
"Aug 01, 2014","200.75","192.00","204.00","190.10","20.62M","1.26%"
"Jul 31, 2014","198.25","198.50","204.00","197.15","16.34M","-0.92%"
"Jul 30, 2014","200.10","192.55","201.40","191.70","10.83M","2.96%"
"Jul 28, 2014","194.35","204.30","205.80","193.15","11.00M","-5.08%"
"Jul 25, 2014","204.75","214.50","215.70","201.65","9.33M","-4.28%"
"Jul 24, 2014","213.90","215.50","218.40","213.20","6.27M","-0.40%"
"Jul 23, 2014","214.75","218.00","219.50","211.00","5.85M","-0.97%"
"Jul 22, 2014","216.85","216.00","218.45","213.85","5.76M","0.95%"
"Jul 21, 2014","214.80","221.85","222.80","213.30","6.56M","-2.81%"
"Jul 18, 2014","221.00","219.45","223.80","216.60","8.49M","-0.54%"
"Jul 17, 2014","222.20","226.85","228.90","220.35","10.96M","-1.44%"
"Jul 16, 2014","225.45","216.95","226.95","215.25","11.12M","5.80%"
"Jul 15, 2014","213.10","208.95","214.75","207.35","8.07M","3.00%"
"Jul 14, 2014","206.90","210.50","213.85","204.60","9.91M","-1.17%"
"Jul 11, 2014","209.35","224.00","229.50","205.50","18.17M","-5.87%"
"Jul 10, 2014","222.40","206.20","233.80","200.65","22.53M","9.02%"
"Jul 09, 2014","204.00","207.40","208.50","199.60","9.20M","-0.85%"
"Jul 08, 2014","205.75","222.35","224.40","203.30","9.23M","-7.84%"
"Jul 07, 2014","223.25","217.40","224.35","217.40","7.26M","2.13%"
"Jul 04, 2014","218.60","216.00","219.30","214.40","6.71M","1.20%"
"Jul 03, 2014","216.00","220.35","220.35","214.75","5.44M","-1.30%"
"Jul 02, 2014","218.85","218.40","222.30","218.00","9.12M","1.06%"
"Jul 01, 2014","216.55","215.90","218.65","213.50","5.96M","0.70%"
"Jun 30, 2014","215.05","212.45","217.65","212.00","6.51M","1.90%"
"Jun 27, 2014","211.05","211.35","212.20","205.10","10.00M","0.33%"
"Jun 26, 2014","210.35","216.50","218.75","209.35","8.91M","-3.15%"
"Jun 25, 2014","217.20","217.90","220.40","215.05","8.83M","-0.91%"
"Jun 24, 2014","219.20","209.50","221.45","209.50","11.07M","4.51%"
"Jun 23, 2014","209.75","208.60","210.70","206.15","5.66M","0.67%"
"Jun 20, 2014","208.35","205.00","211.45","205.00","6.14M","0.60%"
"Jun 19, 2014","207.10","208.00","211.30","206.00","8.01M","-0.19%"
"Jun 18, 2014","207.50","213.35","216.55","205.20","12.61M","-2.35%"
"Jun 17, 2014","212.50","211.45","214.35","203.50","11.54M","0.97%"
"Jun 16, 2014","210.45","204.90","211.35","198.90","14.11M","2.71%"
"Jun 13, 2014","204.90","224.80","226.85","203.10","14.98M","-8.12%"
"Jun 12, 2014","223.00","220.90","225.80","216.65","9.65M","0.95%"
"Jun 11, 2014","220.90","233.00","234.50","219.50","11.55M","-5.29%"
"Jun 10, 2014","233.25","238.70","239.75","228.80","9.35M","-3.36%"
"Jun 09, 2014","241.35","235.75","242.95","234.40","14.52M","3.52%"
"Jun 06, 2014","233.15","222.70","234.30","221.00","21.70M","6.12%"
"Jun 05, 2014","219.70","220.45","223.00","215.35","10.76M","0.25%"
"Jun 04, 2014","219.15","222.50","223.30","216.65","13.40M","-0.16%"
"Jun 03, 2014","219.50","209.85","221.60","209.00","18.96M","4.85%"
"Jun 02, 2014","209.35","211.20","212.80","206.60","15.18M","-0.36%"
"May 30, 2014","210.10","201.00","212.00","195.50","20.07M","3.12%"
"May 29, 2014","203.75","206.30","209.30","202.05","8.62M","-0.92%"
"May 28, 2014","205.65","206.00","209.00","198.45","12.38M","0.59%"
"May 27, 2014","204.45","205.00","207.40","195.10","12.41M","0.07%"
"May 26, 2014","204.30","219.90","224.80","196.20","17.18M","-5.92%"
"May 23, 2014","217.15","213.65","222.35","211.50","21.66M","2.91%"
"May 22, 2014","211.00","195.00","218.50","194.45","40.43M","9.44%"
"May 21, 2014","192.80","184.90","195.00","180.60","16.25M","4.56%"
"May 20, 2014","184.40","183.00","190.70","178.00","16.68M","1.15%"
"May 19, 2014","182.30","174.00","183.75","172.50","21.95M","7.42%"
"May 16, 2014","169.70","166.80","179.70","164.05","23.89M","6.10%"
"May 15, 2014","159.95","162.00","169.00","158.25","11.64M","-0.40%"
"May 14, 2014","160.60","153.80","163.00","150.00","16.46M","5.42%"
"May 13, 2014","152.35","148.80","156.00","148.50","13.24M","4.21%"
"May 12, 2014","146.20","144.60","151.30","143.15","11.35M","1.00%"
"May 09, 2014","144.75","140.00","145.90","139.95","10.51M","3.65%"
"May 08, 2014","139.65","140.25","141.35","138.20","10.14M","-0.43%"
"May 07, 2014","140.25","140.40","141.65","139.00","8.86M","-0.07%"
"May 06, 2014","140.35","139.05","142.85","139.05","8.65M","0.93%"
"May 05, 2014","139.05","139.80","141.60","137.60","12.56M","-0.54%"
"May 02, 2014","139.80","141.50","142.90","138.10","16.10M","-0.25%"
"Apr 30, 2014","140.15","153.00","154.35","139.00","24.54M","-8.85%"
"Apr 29, 2014","153.75","152.70","156.85","152.70","9.40M","-0.10%"
"Apr 28, 2014","153.90","152.10","154.90","150.85","9.13M","0.20%"
"Apr 25, 2014","153.60","153.20","158.00","152.55","11.96M","0.82%"
"Apr 23, 2014","152.35","153.15","156.55","151.35","16.20M","-2.99%"
"Apr 22, 2014","157.05","158.50","160.90","156.60","10.44M","-0.48%"
"Apr 21, 2014","157.80","160.50","160.50","156.50","8.26M","-1.16%"
"Apr 17, 2014","159.65","159.00","161.40","156.05","13.88M","1.01%"
"Apr 16, 2014","158.05","166.00","167.75","155.85","12.11M","-4.85%"
"Apr 15, 2014","166.10","177.00","177.70","164.60","10.75M","-5.79%"
"Apr 11, 2014","176.30","175.95","180.50","173.55","14.17M","-1.29%"
"Apr 10, 2014","178.60","178.00","185.00","175.90","27.80M","1.13%"
"Apr 09, 2014","176.60","172.75","177.00","172.45","9.94M","3.24%"
"Apr 07, 2014","171.05","176.50","178.25","168.05","10.80M","-2.84%"
"Apr 04, 2014","176.05","170.40","177.00","169.80","15.72M","2.50%"
"Apr 03, 2014","171.75","177.50","177.50","169.20","9.08M","-2.75%"
"Apr 02, 2014","176.60","176.00","178.85","173.30","12.74M","0.91%"
"Apr 01, 2014","175.00","177.75","177.75","171.10","7.50M","-0.82%"
"Mar 31, 2014","176.45","177.00","179.00","174.05","12.22M","0.34%"
"Mar 28, 2014","175.85","176.90","177.60","174.15","8.20M","0.54%"
"Mar 27, 2014","174.90","175.75","179.50","172.15","14.35M","-0.17%"
"Mar 26, 2014","175.20","179.20","181.45","173.60","8.25M","-1.35%"
"Mar 25, 2014","177.60","171.00","178.50","170.90","7.72M","3.50%"
"Mar 24, 2014","171.60","171.00","174.85","170.00","5.79M","0.50%"
"Mar 22, 2014","170.75","171.50","171.50","170.30","424.30K","-0.20%"
"Mar 21, 2014","171.10","167.80","172.50","167.80","8.08M","2.39%"
"Mar 20, 2014","167.10","172.90","173.95","166.20","7.25M","-3.94%"
"Mar 19, 2014","173.95","174.80","177.95","171.20","7.88M","0.17%"
"Mar 18, 2014","173.65","176.50","179.00","170.15","10.33M","-0.74%"
"Mar 14, 2014","174.95","166.00","175.85","162.45","13.52M","3.92%"
"Mar 13, 2014","168.35","180.00","181.65","166.70","12.57M","-6.03%"
"Mar 12, 2014","179.15","179.65","182.70","176.65","12.52M","0.45%"
"Mar 11, 2014","178.35","171.95","186.70","167.65","20.56M","3.93%"
"Mar 10, 2014","171.60","165.00","173.85","164.60","9.42M","2.82%"
"Mar 07, 2014","166.90","153.40","167.95","153.20","14.16M","9.69%"
"Mar 06, 2014","152.15","145.00","153.35","145.00","8.72M","5.11%"
"Mar 05, 2014","144.75","142.00","145.75","140.20","5.67M","3.50%"
"Mar 04, 2014","139.85","137.30","140.80","136.30","5.13M","0.50%"
"Mar 03, 2014","139.15","140.80","141.75","138.30","3.87M","-1.42%"
"Feb 28, 2014","141.15","141.50","142.00","138.55","4.44M","0.71%"
"Feb 26, 2014","140.15","141.65","142.10","138.25","4.64M","-0.99%"
"Feb 25, 2014","141.55","143.55","144.50","140.75","2.99M","-0.88%"
"Feb 24, 2014","142.80","142.50","143.90","141.05","2.76M","0.28%"
"Feb 21, 2014","142.40","144.40","144.75","140.65","4.76M","-0.87%"
"Feb 20, 2014","143.65","142.25","146.95","141.65","5.78M","0.35%"
"Feb 19, 2014","143.15","142.00","143.70","141.15","3.55M","0.49%"
"Feb 18, 2014","142.45","142.70","143.70","140.15","5.91M","-0.07%"
"Feb 17, 2014","142.55","145.50","147.90","141.80","5.50M","-1.69%"
"Feb 14, 2014","145.00","143.00","146.00","141.40","8.63M","1.40%"
"Feb 13, 2014","143.00","140.10","144.75","140.10","8.27M","2.03%"
"Feb 12, 2014","140.15","141.10","143.20","138.70","3.90M","-0.21%"
"Feb 11, 2014","140.45","140.80","142.65","139.25","3.59M","-1.09%"
"Feb 10, 2014","142.00","143.30","145.90","141.45","7.47M","2.94%"
"Feb 07, 2014","137.95","136.70","139.25","136.70","4.03M","1.96%"
"Feb 06, 2014","135.30","137.35","139.40","134.05","7.43M","-2.03%"
"Feb 05, 2014","138.10","133.00","139.90","132.80","7.32M","2.98%"
"Feb 04, 2014","134.10","131.60","135.35","130.25","7.48M","-0.04%"
"Feb 03, 2014","134.15","136.20","137.80","133.20","6.52M","-2.44%"
"Jan 31, 2014","137.50","137.00","138.40","135.40","5.46M","2.12%"
"Jan 30, 2014","134.65","137.50","139.35","133.75","7.47M","-4.57%"
"Jan 29, 2014","141.10","143.75","144.35","140.10","4.46M","-0.11%"
"Jan 28, 2014","141.25","140.00","144.60","138.60","8.47M","1.15%"
"Jan 27, 2014","139.65","149.45","150.00","138.30","6.50M","-8.76%"
"Jan 24, 2014","153.05","158.00","158.00","152.35","5.41M","-3.92%"
"Jan 23, 2014","159.30","158.65","159.90","156.85","3.65M","0.22%"
"Jan 22, 2014","158.95","158.00","159.60","155.85","4.47M","1.08%"
"Jan 21, 2014","157.25","156.50","157.90","155.10","4.12M","0.93%"
"Jan 20, 2014","155.80","155.00","156.80","152.80","5.30M","0.29%"
"Jan 17, 2014","155.35","162.35","164.20","154.35","7.24M","-4.16%"
"Jan 16, 2014","162.10","160.60","162.90","158.25","5.00M","1.41%"
"Jan 15, 2014","159.85","157.80","160.40","157.25","3.89M","1.72%"
"Jan 14, 2014","157.15","159.85","161.10","156.30","4.83M","-2.42%"
"Jan 13, 2014","161.05","157.80","162.00","156.20","5.37M","2.91%"
"Jan 10, 2014","156.50","159.30","161.90","155.95","4.75M","-1.45%"
"Jan 09, 2014","158.80","161.30","163.20","157.65","4.68M","-2.01%"
"Jan 08, 2014","162.05","163.50","166.30","161.35","5.99M","-1.16%"
"Jan 07, 2014","163.95","166.20","169.00","162.20","6.47M","-1.71%"
"Jan 06, 2014","166.80","169.00","169.75","165.10","4.92M","-1.24%"
"Jan 03, 2014","168.90","165.00","169.75","163.35","7.21M","1.47%"
"Jan 02, 2014","166.45","170.35","174.65","165.30","9.28M","-2.15%"
"Jan 01, 2014","170.10","167.60","170.70","166.65","4.94M","2.04%"
"Dec 31, 2013","166.70","167.25","168.15","164.65","4.60M","0.45%"
"Dec 30, 2013","165.95","172.00","172.90","165.50","7.17M","-3.18%"
"Dec 27, 2013","171.40","171.90","175.20","170.20","6.53M","0.53%"
"Dec 26, 2013","170.50","170.00","171.70","169.00","5.80M","-0.26%"
"Dec 24, 2013","170.95","171.00","172.40","167.70","7.92M","0.65%"
"Dec 23, 2013","169.85","163.55","172.00","163.10","10.84M","4.27%"
"Dec 20, 2013","162.90","157.00","163.70","157.00","5.90M","2.74%"
"Dec 19, 2013","158.55","161.90","163.00","155.25","6.49M","-1.06%"
"Dec 18, 2013","160.25","152.00","161.20","151.80","8.03M","5.43%"
"Dec 17, 2013","152.00","153.50","154.50","151.10","4.97M","-0.16%"
"Dec 16, 2013","152.25","150.80","153.45","149.50","4.72M","0.89%"
"Dec 13, 2013","150.90","154.90","154.90","150.30","5.01M","-3.39%"
"Dec 12, 2013","156.20","155.60","158.90","154.45","5.63M","-0.57%"
"Dec 11, 2013","157.10","159.05","159.50","155.60","5.88M","-2.09%"
"Dec 10, 2013","160.45","165.50","166.00","158.50","8.72M","-2.76%"
"Dec 09, 2013","165.00","160.00","166.20","156.80","11.36M","5.94%"
"Dec 06, 2013","155.75","156.30","156.80","154.25","3.71M","-0.13%"
"Dec 05, 2013","155.95","158.00","158.90","154.65","6.38M","1.80%"
"Dec 04, 2013","153.20","155.60","158.30","152.00","10.91M","-1.70%"
"Dec 03, 2013","155.85","152.00","157.00","150.80","6.66M","2.03%"
"Dec 02, 2013","152.75","153.00","154.60","151.50","3.96M","0.43%"
"Nov 29, 2013","152.10","149.55","153.80","148.10","6.24M","1.81%"
"Nov 28, 2013","149.40","149.40","151.90","148.70","5.91M","1.36%"
"Nov 27, 2013","147.40","150.20","151.15","146.10","4.74M","-1.40%"
"Nov 26, 2013","149.50","148.85","151.45","147.20","5.53M","0.34%"
"Nov 25, 2013","149.00","146.40","149.70","146.05","5.49M","3.26%"
"Nov 22, 2013","144.30","146.40","148.00","143.00","5.74M","-0.69%"
"Nov 21, 2013","145.30","148.95","149.00","144.50","6.15M","-3.36%"
"Nov 20, 2013","150.35","148.00","155.70","147.85","12.06M","0.53%"
"Nov 19, 2013","149.55","148.40","152.00","148.20","7.60M","0.54%"
"Nov 18, 2013","148.75","148.25","149.65","145.95","5.57M","2.37%"
"Nov 14, 2013","145.30","144.15","147.00","143.50","5.04M","2.14%"
"Nov 13, 2013","142.25","142.90","145.25","139.40","7.56M","-1.28%"
"Nov 12, 2013","144.10","148.10","152.25","143.00","9.09M","-2.77%"
"Nov 11, 2013","148.20","152.65","152.65","147.20","6.09M","-2.88%"
"Nov 08, 2013","152.60","149.00","153.80","146.25","8.74M","2.52%"
"Nov 07, 2013","148.85","155.90","158.00","148.05","9.75M","-4.52%"
"Nov 06, 2013","155.90","161.50","164.35","155.15","8.37M","-3.05%"
"Nov 05, 2013","160.80","156.00","163.90","155.00","9.69M","2.16%"
"Nov 01, 2013","157.40","151.80","159.35","151.80","10.47M","3.79%"
"Oct 31, 2013","151.65","147.00","152.65","145.10","10.80M","1.71%"
"Oct 30, 2013","149.10","152.05","153.90","148.20","7.68M","-0.60%"
"Oct 29, 2013","150.00","146.65","151.50","142.75","10.85M","2.46%"
"Oct 28, 2013","146.40","153.20","154.20","146.00","8.07M","-3.33%"
"Oct 25, 2013","151.45","160.00","160.00","151.00","7.55M","-4.93%"
"Oct 24, 2013","159.30","158.00","164.20","157.60","7.40M","0.31%"
"Oct 23, 2013","158.80","165.20","166.30","155.00","9.39M","-3.26%"
"Oct 22, 2013","164.15","165.00","166.50","162.65","6.07M","-1.41%"
"Oct 21, 2013","166.50","160.00","167.40","160.00","10.00M","5.85%"
"Oct 18, 2013","157.30","154.50","158.80","154.50","5.62M","2.61%"
"Oct 17, 2013","153.30","154.50","156.80","151.60","7.01M","-0.16%"
"Oct 15, 2013","153.55","154.55","159.90","151.75","10.20M","-0.16%"
"Oct 14, 2013","153.80","154.65","156.50","150.80","7.63M","-0.58%"
